society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Environment Rating,Lifestyle Rating ,Connectivity Rating,Saftey Rating,furnishing_status,Private Garden / Terrace,Maintenance Staff,Water Storage,Park,Visitor Parking,Waste Disposal,Rain Water Harvesting,Security,cumulative_weight,latitude,longitude,region_cluster
Gated Community,15.7,57206,4545,6,7,3+,2,2,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4765171,77.090194,0
Gated Community,5.88,27222,2160,9,9,3+,3,0,1 to 5 Year Old,5,5,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4166536,77.0611745,0
independent,0.53,63554,83,2,1,1,1,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,0,1,28.4601,77.02635,0
independent,0.47,10601,443,2,2,1,2,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,1,28.4601,77.02635,0
Gated Community,12.25,20940,5850,5,7,3+,1,5,1 to 5 Year Old,5,5,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4166536,77.0611745,0
Gated Community,10.45,32253,3240,5,7,3+,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4601,77.02635,0
Gated Community,12,37037,3240,4,4,3+,3,0,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.3974292,77.0538823,0
Gated Community,3.6,19231,1809,5,8,3+,4,7,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,1.5,28.4384785,77.0251655,0
Gated Community,6.4,23704,2700,4,4,3,3,7,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4104903,77.0394627,0
independent,4.35,23693,1836,8,8,2,3,2,1 to 5 Year Old,4,4,5,4,Fully Furnished,0,1,1,0,0,0,0,0,2,28.4359133,77.0584045,0
independent,2.95,15989,1845,4,4,3+,2,3,10+ Year Old,5,5,5,4,Fully Furnished,0,1,0,0,0,0,0,0,0,28.4983353,77.0203007,0
independent,3,19268,1557,6,4,3+,3,4,10+ Year Old,5,5,5,4,Fully Furnished,0,1,0,0,0,0,0,0,0,28.4983353,77.0203007,0
independent,1.15,19360,594,3,3,2,2,5,10+ Year Old,5,5,5,4,Fully Furnished,0,0,0,1,1,0,0,0,0,28.4983353,77.0203007,0
Gated Community,8.25,45833,1800,12,12,3+,4,1,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,0,0,1,0.5,28.4601,77.02635,0
Gated Community,13.5,29880,4518,5,5,2,2,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,2,28.4765171,77.090194,0
Gated Community,15,23437,6400,5,5,3,2,7,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,2.5,28.4601,77.02635,0
independent,5.5,2716,6430.5,8,7,3+,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,3,28.4545693,77.0826249,0
independent,15.7,39841,4518,5,4,3+,4,1,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,3.5,28.4601,77.02635,0
independent,5.8,32222,1800,4,3,2,2,0,1 to 5 Year Old,5,5,5,5,Fully Furnished,0,0,0,1,0,0,0,0,1,28.4601,77.02635,0
Gated Community,12.5,40850,3060,4,4,3+,2,7,1 to 5 Year Old,5,5,5,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4166536,77.0611745,0
Gated Community,3.51,12342,2844,4,4,3,4,0,0 to 1 Year Old,4,5,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.503445,77.0952048,0
independent,3.5,15555,2250,6,5,2,3,2,10+ Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4803924,77.0190946,0
Gated Community,9.4,26111,3600,5,6,3+,2,2,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.5109205,77.0065956,0
Gated Community,10.3,31790,3240,5,6,3+,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4150509,77.0642955,0
Gated Community,6,24691,2430,4,4,3+,2,2,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.5109205,77.0065956,0
Gated Community,8.45,235376,359,3,3,2,2,2,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,1.5,28.4155058,77.0622733,0
independent,7.25,29293,2475,9,8,3,4,6,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,0.5,28.4601,77.02635,0
independent,4,16004,2499,3,3,2,2,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,0.5,28.4601,77.02635,0
Gated Community,6.15,27333,2250,5,5,3+,3,7,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,1,2.5,28.4074063,77.0352841,0
Gated Community,4.6,17624,2610,4,4,3+,3,1,5 to 10 Year Old,5,4,4,4,Fully Furnished,1,1,0,1,1,0,0,1,3.5,28.3846684,77.0220391,0
Gated Community,12.5,38580,3240,4,5,2,2,2,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4601,77.02635,0
Gated Community,10,27778,3600,4,5,3+,2,0,0 to 1 Year Old,5,4,3,4,Fully Furnished,1,1,1,1,1,1,1,0,3,28.5109205,77.0065956,0
independent,15.7,35556,4500,5,6,3,2,2,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4714278,77.0939848,0
independent,12.5,38580,3240,5,5,3+,2,1,10+ Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,0,0,0,3.5,28.4714278,77.0939848,0
independent,15.7,35000,4571,6,7,3+,3,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
independent,10,30864,3240,6,6,3+,4,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,0,1,0,0,0,0,3.5,28.4601,77.02635,0
Gated Community,3.6,19231,1809,5,7,3+,2,0,5 to 10 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,1,0,0,3.5,28.4601,77.02635,0
independent,2.8,161849,173,5,5,3+,2,2,10+ Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,0,0,0,1,28.4601,77.02635,0
independent,6.75,27778,2430,3,3,3,2,2,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,0,1,1,1,0,0,0,0,28.4714278,77.0939848,0
independent,2.5,16056,1557,4,4,2,4,7,10+ Year Old,5,5,5,4,Fully Furnished,1,0,0,1,0,1,0,0,0,28.4983353,77.0203007,0
independent,8,17707,4518,12,4,3+,3,1,10+ Year Old,4,4,3,3,Fully Furnished,0,0,1,1,0,0,0,1,1.5,28.4771195,77.0664209,0
Gated Community,2.47,7718,3200,4,4,3+,2,7,5 to 10 Year Old,5,5,4,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.3981205,76.9411257,0
independent,3.7,25535,1449,8,8,2,4,2,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,1,28.4601,77.02635,0
independent,15.7,1859,6430.5,6,8,3+,4,4,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,0,0,1,1,0,0,0,2.5,28.4765171,77.090194,0
Gated Community,4.6,17037,2700,6,6,3,3,0,10+ Year Old,4,4,4,4,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4601,77.02635,0
Gated Community,3.65,10579,3450,6,6,2,3,3,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
independent,12,42194,2844,4,5,3+,4,0,1 to 5 Year Old,5,4,5,5,Fully Furnished,1,0,0,1,1,0,0,0,2.5,28.4640865,77.0836441,0
independent,4.5,15625,2880,8,8,3,3,2,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
Gated Community,4.4,15278,2880,6,6,3,3,1,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4601,77.02635,0
Gated Community,7.25,201388,360,4,4,3,2,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4104903,77.0394627,0
independent,0.99,17187,576,4,4,3,4,0,1 to 5 Year Old,5,4,5,5,Unfurnished,0,1,0,0,0,0,1,0,0,28.4234344,77.0468649,0
Gated Community,3.6,19231,1809,5,7,3+,3,5,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,0.5,28.4384785,77.0251655,0
independent,15.7,44444,4500,5,7,3+,3,7,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,0,0,1,1,0,0,1,1.5,28.4714278,77.0939848,0
Gated Community,2.65,18928,1400,3,3,3,4,2,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,0,1,1,0,0,0,0.5,28.4601,77.02635,0
independent,2.95,10926,2700,4,4,2,4,0,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,0.5,28.4260386,77.055162,0
independent,3.6,19608,1836,8,4,3,3,1,5 to 10 Year Old,4,5,5,5,Fully Furnished,0,1,0,1,1,0,0,0,1,28.4445813,77.0060231,0
Gated Community,1.27,8089,1570,3,3,3,4,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,1,28.4240903,76.9624394,0
Gated Community,0.75,6849,1095,3,2,3,4,0,0 to 1 Year Old,4,4,3,4,Fully Furnished,1,1,1,1,1,0,0,1,1,28.4601,77.02635,0
independent,6,24691,2430,5,6,3+,3,0,10+ Year Old,5,5,5,4,Fully Furnished,1,0,1,1,1,0,1,0,2.5,28.4983353,77.0203007,0
independent,3.6,19231,1809,16,16,3+,4,3,0 to 1 Year Old,5,4,5,5,Fully Furnished,1,1,1,1,1,1,1,0,3,28.4601,77.02635,0
Gated Community,6.5,19607,3315,4,5,3,1,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,0,1,1,1,0,0,0,2.5,28.4558973,77.1084759,0
Gated Community,15.7,40000,4500,5,6,3+,3,2,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.3974292,77.0538823,0
Gated Community,11.29,34846,3240,5,5,3+,2,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,1,1,0,0,1,0,0,2,28.4150509,77.0642955,0
independent,8.49,31444,2700,3,3,2,4,1,1 to 5 Year Old,4,4,4,4,Fully Furnished,0,1,0,1,1,0,0,0,1.5,28.4601,77.02635,0
Gated Community,8.5,26235,3240,4,4,1,2,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,0,1,1,0,0,1,0,0,0,28.4601,77.02635,0
Gated Community,6,22222,2700,4,4,3+,2,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,0,0,0.5,28.4104903,77.0394627,0
Gated Community,9.5,23457,4050,5,5,3,2,0,1 to 5 Year Old,5,4,4,3,Fully Furnished,0,1,0,1,0,1,0,0,0.5,28.5203402,77.0188612,0
independent,15.7,27083,6430.5,8,9,3+,2,1,0 to 1 Year Old,5,5,5,4,Fully Furnished,1,1,1,1,1,0,0,1,2.5,28.4983353,77.0203007,0
independent,10.5,43210,2430,12,12,3+,4,2,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,1,1.5,28.4601,77.02635,0
independent,4.31,31926,1350,5,4,3,3,1,10+ Year Old,5,5,5,5,Unfurnished,0,1,1,1,1,1,1,0,0,28.483901,77.0846097,0
independent,6.95,38611,1800,12,12,3+,4,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,0,1,1,1,1,0,1,1.5,28.4545693,77.0826249,0
Gated Community,10.5,27911,3762,4,4,2,2,2,10+ Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,1,0,1,0.5,28.4545693,77.0826249,0
independent,10.5,29022,3618,5,5,3,3,0,5 to 10 Year Old,5,5,5,5,Unfurnished,1,1,1,1,1,1,0,0,2.5,28.483901,77.0846097,0
independent,5.8,12837,4518,4,4,3+,4,0,10+ Year Old,4,4,5,4,Unfurnished,1,1,0,1,0,0,1,0,0,28.4601,77.02635,0
independent,4.6,12198,3771,4,4,3+,2,0,10+ Year Old,4,4,5,4,Unfurnished,0,1,0,1,1,0,1,0,0,28.4601,77.02635,0
independent,11.58,35741,3240,5,5,3,2,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,1,0,0,0.5,28.4150509,77.0642955,0
Gated Community,3.6,19231,1809,5,5,3+,2,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,0,0,0,1,28.4150509,77.0642955,0
Gated Community,4,16666,2400,4,4,3+,2,2,5 to 10 Year Old,5,5,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0.5,28.4983353,77.0203007,0
Gated Community,15.7,35556,4500,6,7,3,3,3,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,2.5,28.4597391,77.0612091,0
Gated Community,6,9634,6228,5,5,3+,2,6,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.5109205,77.0065956,0
Gated Community,6.8,31481,2160,4,5,3,3,7,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,1.5,28.4150509,77.0642955,0
Gated Community,2.5,7827,3194,4,5,3+,4,7,5 to 10 Year Old,5,5,4,4,Fully Furnished,1,1,1,1,1,1,1,0,2,28.4601,77.02635,0
independent,7.5,38760,1935,12,12,3+,4,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,3.5,28.4601,77.02635,0
Gated Community,8.48,23556,3600,4,6,3+,3,2,0 to 1 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.5109205,77.0065956,0
Gated Community,6.25,10035,6228,5,7,3+,3,2,1 to 5 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.5109205,77.0065956,0
Gated Community,10.85,28841,3762,8,8,3,3,7,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
independent,5.15,26615,1935,9,9,3+,3,0,1 to 5 Year Old,5,4,5,5,Fully Furnished,0,1,1,1,1,0,1,0,1,28.4251572,77.0475128,0
independent,3.5,24155,1449,4,4,3,2,2,10+ Year Old,5,5,5,4,Fully Furnished,1,1,1,1,1,0,0,0,1,28.4540044,77.0497179,0
independent,3.6,14815,2430,4,4,3,2,2,0 to 1 Year Old,4,4,3,4,Fully Furnished,1,1,1,1,1,1,1,0,0,28.4007588,76.9210802,0
Gated Community,6,22222,2700,4,5,2,2,0,10+ Year Old,4,4,4,4,Fully Furnished,0,0,0,1,0,0,1,0,1.5,28.4601,77.02635,0
Gated Community,14,62222,2250,4,5,3+,2,1,10+ Year Old,4,5,4,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4601,77.02635,0
Gated Community,1.6,6597,2425,4,4,3+,16,1,5 to 10 Year Old,4,4,4,4,Fully Furnished,0,1,1,1,1,1,0,1,0.5,28.3931076,76.9588762,0
Gated Community,1.7,7870,2160,3,3,3+,4,3,0 to 1 Year Old,5,5,4,5,Fully Furnished,1,1,1,1,1,1,1,0,1.5,28.3981087,76.9732873,0
independent,7.25,26852,2700,9,9,3+,2,2,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,2,28.4545693,77.0826249,0
independent,15.5,28233,5490,5,6,3,3,0,5 to 10 Year Old,4,4,4,4,Unfurnished,1,0,1,0,0,1,1,0,3.5,28.4601,77.02635,0
independent,3.4,15111,2250,3,3,3,1,3,10+ Year Old,4,5,5,4,Fully Furnished,0,1,1,1,1,1,1,0,0,28.473784,77.0471827,0
independent,11.25,34722,3240,9,9,3+,2,1,5 to 10 Year Old,5,4,5,5,Fully Furnished,1,1,1,0,0,0,0,0,2.5,28.4601,77.02635,0
Gated Community,3.3,19820,1665,4,3,3+,2,0,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
independent,5.5,1087,6430.5,8,8,2,3,2,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,1,28.42749,77.0608897,0
Gated Community,3.6,19231,1809,9,9,3+,3,5,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4449004,77.0663545,0
independent,8.5,31481,2700,5,5,3,3,7,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,0,1,1,0,0,0,0.5,28.4601,77.02635,0
independent,8.5,26235,3240,5,4,2,1,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,1.5,28.4405031,77.0595974,0
Gated Community,11.95,36883,3240,3,3,2,1,7,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,0,1.5,28.4150509,77.0642955,0
Gated Community,12,37037,3240,3,4,2,1,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,1.5,28.4150509,77.0642955,0
Gated Community,6.5,27871,2332,4,4,3+,2,2,0 to 1 Year Old,5,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,2.5,28.3846684,77.0220391,0
Gated Community,15.7,35109,4842,5,8,3,3,3,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,0,0,1,3.5,28.4601,77.02635,0
Gated Community,11.5,17692,6430.5,7,8,3+,3,0,10+ Year Old,5,5,5,4,Fully Furnished,1,0,1,1,1,1,0,0,2.5,28.6273247,75.96433886,1
Gated Community,9,38022,2367,12,12,3,4,3,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,0,1,0,0,0,0,1,0.5,28.4601,77.02635,0
independent,15,33333,4500,4,4,3,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,0,1,1,1,1,0,0,1.5,28.4714278,77.0939848,0
Gated Community,8.2,25309,3240,3,3,2,2,1,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,2.5,28.4104903,77.0394627,0
Gated Community,5.51,16990,3243,3,3,2,4,6,5 to 10 Year Old,4,5,5,4,Fully Furnished,0,1,0,0,0,0,0,0,0,28.4769544,77.06624,0
independent,3.2,14222,2250,3,3,2,2,0,10+ Year Old,5,5,5,5,Fully Furnished,0,1,1,0,0,0,0,0,0,28.4750063,77.0103535,0
Gated Community,8,22222,3600,6,7,3+,3,2,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.3864052,77.0598046,0
independent,2.95,16388,1800,3,3,3,2,3,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,1,28.4601,77.02635,0
independent,2.8,22075,1268,3,3,2,2,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,0,0,1,0,0,0,1,3.5,40.21894,-83.96077,-1
independent,5.25,11666,4500,9,9,3+,4,0,1 to 5 Year Old,5,4,5,5,Fully Furnished,1,1,1,0,0,0,0,1,0.5,28.4251572,77.0475128,0
independent,8.49,47167,1800,12,12,3+,4,1,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,0,0,1.5,28.4765171,77.090194,0
Gated Community,4.35,7937,5481,4,4,3,2,1,1 to 5 Year Old,4,4,3,4,Fully Furnished,1,1,0,0,0,0,1,0,1.5,28.3873647,76.9475835,0
independent,3.49,20197,1728,4,4,2,3,5,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,2.5,28.4088081,77.0161691,0
independent,2.99,20635,1449,4,4,2,2,4,5 to 10 Year Old,4,5,5,4,Fully Furnished,1,1,1,1,1,1,1,0,2.5,28.4253232,77.0985157,0
independent,9.19,34037,2700,16,18,2,4,7,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,1.5,28.4601,77.02635,0
independent,1.64,10123,1620,3,3,2,4,4,0 to 1 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,1,0,1,1,1.5,28.4601,77.02635,0
Gated Community,9.35,28858,3240,10,10,3+,4,2,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,0,0,1.5,28.4601,77.02635,0
Gated Community,9.25,28549,3240,9,9,3+,4,1,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,0,0,0,1,3.5,28.4601,77.02635,0
Gated Community,2.8,15555,1800,3,3,3,2,0,5 to 10 Year Old,4,4,5,5,Fully Furnished,1,1,1,1,1,1,1,1,1,28.4128851,77.0498362,0
Gated Community,2.5,13513,1850,3,3,2,2,0,5 to 10 Year Old,4,4,5,5,Fully Furnished,1,1,1,1,1,1,0,1,2,28.4128851,77.0498362,0
Gated Community,4.05,20769,1950,3,3,3,2,0,5 to 10 Year Old,4,4,5,5,Fully Furnished,1,1,1,0,0,1,0,1,1.5,28.4128851,77.0498362,0
independent,8.4,34568,2430,4,4,3+,2,2,1 to 5 Year Old,5,4,5,5,Fully Furnished,1,1,1,0,0,0,0,1,2.5,28.4601,77.02635,0
independent,6,21097,2844,6,7,3+,3,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,0,1,0,0,0,0,1,3.5,28.4601,77.02635,0
Gated Community,11,33951,3240,5,6,3+,2,2,0 to 1 Year Old,3,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
Gated Community,8.75,24306,3600,5,5,3+,3,2,0 to 1 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
independent,15.7,25556,6430.5,4,4,3+,2,6,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4601,77.02635,0
independent,6.5,36111,1800,4,4,3+,2,2,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,0,1,1,0,0,1,3.5,28.4601,77.02635,0
Gated Community,2.45,7756,3159,4,4,3+,3,7,5 to 10 Year Old,5,5,5,4,Fully Furnished,1,0,1,1,1,0,0,1,3,28.4545693,77.0826249,0
independent,5.5,21825,2520,8,8,2,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,0,1,1,0,0,0,0,2.5,28.4601,77.02635,0
independent,3.51,12342,2844,4,4,3,4,1,0 to 1 Year Old,5,4,4,5,Unfurnished,1,1,1,1,1,0,0,1,0.5,28.507814,77.0713577,0
Gated Community,9.25,16577,5580,5,5,3+,4,2,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4232478,77.0804487,0
independent,5.65,17706,3191,7,7,3+,2,7,5 to 10 Year Old,4,5,5,4,Fully Furnished,1,0,1,1,1,1,1,1,1.5,28.510319,77.0530094,0
independent,7.85,29074,2700,9,9,3+,3,7,1 to 5 Year Old,4,4,5,3,Fully Furnished,1,1,1,1,1,1,1,0,3,28.4601,77.02635,0
independent,13.5,29880,4518,5,5,3+,2,2,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,3,28.4714278,77.0939848,0
independent,15.7,42222,4500,6,8,3+,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4765171,77.090194,0
independent,5.5,38194,1440,18,18,3+,4,6,1 to 5 Year Old,5,4,4,5,Fully Furnished,0,1,1,1,1,0,0,0,0.5,28.507814,77.0713577,0
independent,3.5,21605,1620,4,4,3+,3,4,10+ Year Old,4,4,4,4,Fully Furnished,0,1,1,1,1,0,0,1,1,28.4601,77.02635,0
Gated Community,8.25,38194,2160,4,4,3+,3,2,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4601,77.02635,0
Gated Community,15.7,37778,4235,4,4,3,1,0,1 to 5 Year Old,5,5,5,5,Fully Furnished,0,0,0,1,1,0,0,0,3,28.4714278,77.0939848,0
Gated Community,15.7,31111,6430.5,4,4,3+,2,1,5 to 10 Year Old,4,5,4,4,Fully Furnished,1,1,1,1,1,1,1,0,3.5,28.441611,77.1118718,0
Gated Community,2.68,17213,1557,4,3,2,3,0,5 to 10 Year Old,5,5,5,4,Fully Furnished,0,1,0,1,0,0,0,1,1,28.5179556,77.0429556,0
independent,2.7,18620,1450,5,5,2,3,0,10+ Year Old,4,5,5,4,Fully Furnished,0,0,0,1,0,0,0,0,0,28.510319,77.0530094,0
independent,2.3,17014,1352,4,4,3,2,0,10+ Year Old,5,5,5,5,Fully Furnished,0,0,0,1,1,0,0,0,0,28.4750063,77.0103535,0
Gated Community,0.92,7750,1187,2,3,3+,3,2,0 to 1 Year Old,5,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,0.5,28.3846684,77.0220391,0
Gated Community,1.04,7172,1450,3,3,3+,2,2,1 to 5 Year Old,5,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,0.5,28.3846684,77.0220391,0
independent,9.85,29638,3323,5,5,2,3,7,10+ Year Old,4,4,5,3,Fully Furnished,0,1,0,1,1,0,0,0,2.5,28.4601,77.02635,0
independent,15,33333,4500,5,5,3+,4,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,0,1,0,0.5,28.4423675,77.0504724,0
Gated Community,1.18,8137,1450,3,3,3+,2,2,1 to 5 Year Old,5,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,0.5,28.3846684,77.0220391,0
Gated Community,0.9,7582,1187,2,2,3+,3,2,0 to 1 Year Old,5,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,1,28.3846684,77.0220391,0
Gated Community,13,48148,2700,3,3,3+,4,1,0 to 1 Year Old,5,5,5,4,Fully Furnished,0,0,0,1,1,0,0,0,1,28.4545693,77.0826249,0
Gated Community,15.1,18605,6430.5,5,5,3+,3,0,0 to 1 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,0,0,0,0,3.5,28.3974292,77.0538823,0
Gated Community,9.01,16066,5608,4,4,3+,3,2,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.3974292,77.0538823,0
Gated Community,15.7,55556,3240,4,4,3+,3,0,5 to 10 Year Old,3,4,4,4,Fully Furnished,0,1,1,1,1,1,0,0,2.5,28.3974292,77.0538823,0
independent,12,38986,3078,16,16,3+,4,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,1,0,3.5,28.4500427,77.0577093,0
independent,2.25,24510,918,4,3,3,3,2,1 to 5 Year Old,4,4,5,4,Fully Furnished,0,0,0,1,1,1,0,1,1,28.4359133,77.0584045,0
Gated Community,8,11428,6430.5,4,4,3+,2,7,10+ Year Old,3,4,4,4,Fully Furnished,1,0,0,1,1,0,0,1,3.5,28.4384785,77.0251655,0
Gated Community,5.75,22184,2592,4,4,2,2,7,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,1,0,0,0,0,0,0,0.5,28.4104903,77.0394627,0
Gated Community,9.8,30247,3240,4,4,3,2,3,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,1,0,0,0,0,0,0,0.5,28.4150509,77.0642955,0
